index,ISBN,제목,상품명,저자,출판사,설명,국가,장르
4376,9791159259043,조이 럭 클럽,조이 럭 클럽,에이미 탄 이문영,들녘,마작 테이블 앞 앉다 본래 엄마 자리다 동쪽 모든 곳 김하나 정혜 윤 작가 추천 백 뒤 유효하다 엄마 조이 럭 클럽 전 세계 17 개 언어 번역 77 주 뉴욕타임즈 베스트셀러 기록 많다 감동 선사 모녀 돌아오다 중국 미국인 이민 2 세대 여성 작가 에이미 장편소설 조이 럭 클럽 은 오늘 대표 여성 문학 이자 디아스포라 문학 작품 손 꼽히다 웨인 왕 감독 의하다 동명 영화로 만들어지다 크다 사랑 받다 엄마 딸 평생 서로 완전하다 이해 운명 타고나다 존재 인지도 모르다 살아가다 희미하다 이해 실마리 가다 닿다 순간 지점 가슴 벅차다 감격 숨 막히다 정도 압도 생명력 근원,영미,
4377,9791191114560,헬로 뷰티풀,헬로 뷰티풀,앤 나폴리타노 허진,복복서가,소설가 김영하 추천 오프라 북 클럽 100회 선정 도서 버락 오바마 여름 독서 리스트 뉴욕 타임스 워싱턴 포스트 타임 아마존 뉴욕 포스트 NPR 보그 퍼스 바자 올해 책 전 밉다 100만 독자 울리다 화제 소설 오프라 윈프리 요 소설 읽다 좋다 앤 나폴리 항상 치가 낮다 80 명의 에이전트 거절 당하다 책 리지 세번 소설 인정 받다 앞날 여전하다 불투명하다 날 쓰레기 버리다 집밖 나오다 휴대전화 울리다 앤 나폴리 쓰레기봉투 꽉 움켜쥐다 채 현관 앞 서서 헬로 뷰티풀 세상 유명하다 북 클럽 100 책 선정 되어다 소식 들다 록스타 오프라 윈프리 말 끝 기다 통화 끝내다 쓰레기봉투 내려놓다,영미,
4378,9788954640688,에이미와 이저벨,에이미 이저벨,엘리자베스 스트라우트 정연희,문학동네,퓰리처상 수상작 올리브 키터 리지 작가 엘리자베스 스트 라우트 강렬하다 데뷔 작 일상 부르다 선택 데 필요하다 용기 어려움 관해 빛나다 고결하다 유머 써다 내려가다 소설 앨리스 먼로 소설가 우아하다 아름답다 문체 삶 내미다 곳 가다 닿다 섬세하다 따뜻하다 시선 많다 독자 사랑 받다 엘리자베스 스트 라우트 퓰리처상 수상작 올리브 키터 리지 가다 국내 소개 여러 국내 작가 소설 애정 표 독자 스트 라우트 차기작 기다리다 작가 애정 보내오다 추다 간 에이미 이저벨 은 스트 라우트 장편 데뷔 작 문학 역량 단번 확인 준 작품 1998년 미국 추다 간 작품 이듬해 국내 여름 제목 추다 간 바,영미,
4379,9788930103503,A가 X에게,A 가다 X,존 버거 김현우,열화당,소설 주인공 사비 에르 두 처 폭압적 현실 맞서다 일상 저항 사유 발견 달다 약제사 상처 듣다 어루만지다 사비 에르 감옥 듣다 바깥 소식 통해 기억 통해 세계 불평등 세계 자본주의 제국주의 지니다 폭력 잊다 되새기다 메모,영미,
4380,9788982731914,어스시의 마법사,어스시 마법사,"어슐러 르 귄 이지연,최준영",황금가지,푸른 바다 수많다 섬 세계 어스시 용 살 숨쉬다 마법 일상생활 꾸리다 나가다 세계 위대하다 마법사 새매 별명 가지다 소년 자만 심 인하다 어둠 그림자 괴물 불다 내다 소년 새매 세상 멸망 수도 위협 맞서다 멀다 바다 끝 추 격전 벌이다 위대하다 서장 연 어스시 전집 첫 작품,영미,판타지
4381,9791158792213,크레이브 2,크다 레이브 2,트레이시 울프 유혜인,북로드,설산 외딴 학교 펼쳐지다 핏빛 로맨스 매혹 뱀파이어 용이 살다 캐트미어 아카데미 오신 환영 유니버설 스튜디오 영상 제작 확정 뉴욕타임스 베스트셀러 1 위 시리즈 크다 레이브 늘다 현재 추다 간 저서 60 권 넘다 타고나다 트 레이 시 울프 뱀파이어 로맨스 현대 방식 그리다 내다 크다 레이브 시리즈 포문 책 스쿨 라이브러리 널 은 총 6 권 이루어지다 시리즈 두다 트와일라잇 놓치다 세대 소설 물리다 평 바 책 추다 간 뉴욕타임스 오다 USA 투데이 베스트셀러 1 위 시리즈 유니버설 스튜디오 영상 제작 확정 트와일라잇 강력 새롭다 뱀파이어 붐 일으키다,영미,로맨스 판타지
4382,9788993094916,할로우 시티,할로우 시티,랜섬 릭스 이진,폴라북스,팀 버튼 감독 선택 페러그린 이상하다 집 두 시작 폭격 폐허 섬 떠나다 제이콥 무섭다 괴물 할로우 할로우 돕다 트 추격 도망치다 과정 특별하다 능력 지니다 동물 만나다 새 몸 갇히다 페러그린 인간 되돌리다 방법 알아내다 런던 향 끊임없다 쫓아오다 적 피해 달아나다 페러그린 회복 예전 안정 삶 찾다 희망이 조종 초능력자 임 브라 납치 정해진 하루 매일 반복 공간 루프 정복 트 할로우 살아나다 벅차다 죽음 공포 무력하다 느끼다 용감하다 무모하다 위험 무릅쓰 페러 그린 회복 작전 뛰어들다 필립 K,영미,공포 스릴러
4383,9788937460869,채털리 부인의 연인 2,채 털리다 부인 연인 2,D.H.로렌스 이인규,민음사,출판 과정 외설 시비 인하다 작품 노골 성 묘사 측면 대중 부각 채 털리다 부인 연인 은 로티 즘 고전 정도 로만 알려지다 되어다 로렌스 결혼 제도 계급 대립 문제 본질 성적 억압 통해 유지 통렬 비판 로렌스 이러하다 현대 비극 이성 감성 조화 생명력 넘치다 남녀 관계 통해 극복 믿다 제시 죽음 싸우다 써다 내려가다 작품,영미,
4384,9788932912448,모리스,모리스,E. M. 포스터 고정아,열린책들,영국 문호 E M 포스터 사후 추다 간 내미다 로맨스 영국 문호 E M 포스터 사후 추다 간 작품 이자 대표 작 하나로 평가 받다 모리스 가다 영문학 번역가 고정 씨 번역 열리다 책 추다 간 되어다 열리다 책 세계문학 244 번 당시 범죄 시 되어다 동성애 다루다 소설 1971년 작가 사후 추다 간 되어다 실제 작품 완성 1914년 추다 간 57년 뒤 이루어지다 집안 바람 케임브리지 입학 주인공 곳 지적 섬세하다 영혼 소유자 칼리지 선배 만나다 사랑 느끼다 두 이내 감정 용인 현실 부딪히다 말다 모리스 늘다 영국 중산층 평범하다 젊은이 성적 정체 성과 행복 찾아가다 과정 그린 소설 소설 속 그려지다 결말 현실 속 이루어지다 가능성 그리다 높다,영미,
4385,9788932909639,추운 나라에서 돌아온 스파이,추다 나라 돌아오다 스파이,존 르카레 김석희,열린책들,20 세기 냉전 다루다 스파이 소설 이자 영국 사회 적나라하다 고발 존 르카레 대표 작 독창 스파이 소설 작가 존 르카레 대표 작 냉전 상황 극 달 1960년 영국 독일 스파이 활동 관련 탄탄하다 구성 엮었다 1965년 마틴 리트 감독 리처드 버턴 주연 맡다 영화로 제작 되어다 화제 바 작가 긴장감 넘치다 스토리 전개 여실히 드러나다 작품,영미,
4386,9788954686785,낙원,낙원,압둘라자크 구르나 왕은철,문학동네,낙원 이렇다 거 기분 좋다 2021년 노벨문학상 수상 작가 압둘라 자크 구르다 대표 작 2021년 노벨문학상 수상한 잔지바르 출신 영국 작가 압둘라 자크 구르다 낙원 원제 Paradise 추다 간 되어다 동아프리카 탄자니아 가상 마을 카 배경 펼쳐지다 12 세 소년 유 수프 성장기 이자 비극 사랑 낙원 은 1994년 발표 장편소설 부커상 휫 브레드 최종 후보 압둘라 자크 구르다 이름 알리다 시작 대표 작 1948년 영국 보호령 잔지바르 섬 태어나다 압둘라 자크 구르다 1964년 1월 발발하다 잔지바르 혁명 이슬람 왕조 전복 아랍 엘리트 계층 이슬람 박해 거세지다 1968년 잔지바르 떠나다 영국 이주 캔터베리 크라이스트처치 칼리지 입학,영미,
4387,9788960171374,세계대전 Z,세계대전 Z,맥스 브룩스 박산호,황금가지,가상 전염병 불다 온 재난 인터뷰 기상 외한 방식 풀다 내다 소설 세계 대전 Z 추다 간 뉴욕타임스 USA 투데이 미국 인터넷 서점 Amazon com 종합 베스트셀러 1 위 기록 전 세계 10 개국 판권 판매 폭발 인기 얻다 작품 미국 서점 독립 장르 구분 인기 얻다 좀비 장르 재난 대처 인류 생존 보고서 형식 띠 세계 대전 Z 늘다 정치 군사 국제 관계 구조 관 전문 지식 밑바탕 현장 감 넘치다 묘사 흡인 구성 지니 저자 맥스 브룩스 다큐멘터리 특수성 살리다 국가 권력자 군부 신랄하다 풍자 위기 순간 다양하다 인간 군상 등장,영미,SF 공포 스릴러 추리 미스터리
4388,9788954634106,재즈,재즈,토니 모리슨 최인자,문학동네,미국문학 이자 미국 흑인 사회 위대하다 멘토 토니 리슨 작품 중 도발 획기 소설 재즈 문학동네 새롭다 번역 추다 간 1992년 재즈 발표 번역 한국 토니 리슨 작가 소개 2014년 대표 작 빌다 비드 번역 번역가 최인 기존 번역본 토대 고심 거듭 새롭다 원고 다듬다 재즈 1987년 빌다 비드 발표 대중 평단 크다 사랑 받다 토니 리슨 5년 만인 1992년 야심 차다 내놓다 장편소설 추다 간 다음해 1993년 토니 리슨 노벨문학상 수상 지대 영향 끼치다 대표 작 작가 이자 문학평론가 헨리 루이스 게이츠 주니어 토니 리슨 본질 빌다 비드 재즈 두 작품 노벨문학상 받다 재즈 진정 눈부시다 작품 말,영미,
4389,9788932911793,엠마 (상),엠마 상,제인 오스틴 이미애,열린책들,제인 오스틴 선사 해학 유머 가득하다 성찰 드라마 호기심 오해 빚 내다 사건 속 완성 엠마 좌충우돌 성장기 철 독신 주의자 엠마 우드 하우스 무료 권태 어떻다 보내다 고민 흥미롭다 결혼 주선,영미,
4390,9791193790823,블라인드 웨딩,블라인드 웨딩,제이슨 르쿨락 유소영,문학수첩,뉴욕타임스 베스트셀러 아마존 올해 책 선정 히든 픽처스 작가 제이슨 르쿨락 도달 서스펜스 새롭다 영역 아빠 결혼 3년 딸 온 전화 갑작스럽다 소식 첫 장 넘기다 순간 시작 거짓말 사랑 감추다 소름 끼치다 진실 더듬다 나가다 남자 프랭크 어딘가 뒤틀리다 기이하다 결혼식 끝 마주 진실 에드거상 최종 후보 데뷔 작 두 소설 히든 픽처스 통해 기이하다 정도 풍부하다 상상력 가지다 작가 뉴욕타임스 평 받다 국내 독자 크다 사랑 받다 제이슨 르쿨락 세 소설 블라인드 웨딩 문학 수첩 추다 간 되어다,영미,
4391,9791192647364,가난한 처녀들,가난하다 처녀,뮤리얼 스파크 김재욱,앨피,이상주의 불타다 남자 매료 영웅 무심하다 속성 차다 가볍다 심연 더 깊다 스파크 소설 정수 예측 불가능하다 영리하다 베스트셀러 소설 1945년 착하다 영국 가난하다 자유분방하다 유머 냉정하다 통찰 유명하다 영국 여성 작가 뮤 리얼 스파크 중편소설 국내 처음 소개 노벨라 1965년 라디오 연극 1975년 BBC TV 3 부작 미니시리즈 1995년 힐러리 맨틀 소설 1998년 BBC 라디오 연극 시리즈 2009년 디스 애덤스 연극 발표 지다 60년 넘다 소설 영국 가난하다 처녀 사랑 식 모르다 공교 롭 도 소설 추다 간 3일 1963년 11월 22일 존 F 케네디 암살 당하다 뉴스 소설 전반 깔리다 냉정하다 죽음 수용 정취 화학 작용 일으키다 단숨 가난하다 처녀 판매량 수직 상승,영미,
4392,9791193324066,갈까마귀 살인사건,갈까마귀 살인 사건,다니엘 콜 서은경,북플라자,세 발견 몸통 머리 얼굴 남다 할퀴다 상처 아침 유명하다 플루 SNS 두 장의 끔찍하다 사진 업로드 목 졸리다 죽다 사다 목 잘리다 나가다 사다 사진 250만 번 공유 SNS 상 급속도 퍼지다 간다 벌써 세 사건 머리 남기다 채 몸통 감쪽 사라지다 얼굴 할퀴다 상처 남다 언론 살인 범 갈까마귀 부르다 시작 사건 맡다 스칼릿 형사 단서 찾다 중 첫 사건 조사 사립 탐정 만나다 수상한 미남 탐정 첫 살인 트릭 밝혀내다 두 위험하다 공조 수사 시작,영미,추리 미스터리
4393,9791141606787,바닷가의 루시,바닷가 루시,엘리자베스 스트라우트 정연희,문학동네,뉴욕 타임스 베스트셀러 뉴욕 타임스 북 리뷰 워싱턴 포스트 타임 엔터테인먼트 위 클리 NPR 선정 올해 책 2022 스트 라우트 놀랍다 역량 지니다 동시 작가 책 좋다 책일 뿐 필요 책 보스턴 글로브 인간 복잡하다 면세 예리하다 포착 명징 문장 감정 본질 증류 해내다 작가 엘리자베스 스트 라우트 신작 문학동네 추다 간 되어다 2022년 부커상 최종 후보 오른 윌리엄 후속작 이자 루시 바턴 시리즈 최신 작 바닷가 루시 늘다 루시 첫 남편 윌리엄 세상 집다 삼키다 바이러스 피해 한적하다 바닷가 집 가게 일어나다 그린 장편소설 올리브 키터 리지 올리브 내 이름 루시 바턴 윌리엄 루시 엘리자베스 스트 라우트 작품 속 인간 적다 매력 캐릭터 유 달리 독보 존재 감 뽐내다,영미,
4394,9788950992477,반지의 제왕 2,반지 제왕 2,"존 로날드 로웰 톨킨 김보원,김번,이미애",arte(아르테),절대반지 파괴 모르다 도르다 향 두 호빗 전 세계 1억 부 판매 신화 아마존 독자 선정 세기 최고 도서 해리 포터 리그 오브 레전드 세계관 원류 현대문학 대표 천재 작품 20 세기 판타지 문학 걸작 반지 제왕 새롭다 태어나다 국내 최초 60 주년 판 완역 전면 개정 모든 힘 지배 절대반지 갖다 호빗 프로도 가다 악의 세력 물리 절대반지 파괴 목숨 건 여정 떠나다 판타지 서사 반지 제왕 Part 2 두 개 탑 전 3 권 2 권 아르테 추다 간 되어다 반지 제왕 처음 세상 나오다 1954년 톨킨 쇄 거듭 수정 진행 독자 변경 내용 기록 책 완성 도르다 높이다 나가다 2004년 하퍼콜린스 추다 간 50 주년 기념 판 서문 편집자 초판 비다 300 400 개 수정 이루어지다 밝히다,영미,판타지
4395,9788931024159,진주,진주,존 스타인벡 김승욱,문예출판사,커다랗다 진주 달 완벽하다 멕시코 민담 영감 얻다 탄생 존 스타인벡 짧다 빛나다 작품 진주 늘다 퓰리처상 노벨문학상 수상한 현대 미국 문학 상징 존 스타인벡 멕시코 민담 소재 집필 작품 아내 후아나 어리다 아들 코 티토 두다 젊다 키노 아름답다 거대하다 진주 발견 가족 진주 돈 마련 탐욕 사로잡히다 장사꾼 키노 속이다 헐값 진주 사들이다 진주 강탈 모여들다 스타인벡 흑 백이 뚜렷하다 우화 설명 바 소설 인간 욕망 무상함 주제가 단순 무 자연 삶 탐욕 구원 세속 삶 이분법 구도 성하다 상징 서정 펼쳐지다,영미,
4396,9788950957407,"아름다운 세상이여, 그대는 어디에",아름답다 세상 그대 어디,샐리 루니 김희용,arte(아르테),알다 모르다 전 세계 100만 부 판매 노멀 피플 새다 루니 최신 작 추다 간 뉴욕타임스 선데이타임스 베스트셀러 1 위 밀레 얼 세대 사랑 불안 담다 내다 소설 노멀 피플 27 세 나이 전 세계 유수 문학상 부커상 후보 전 세계 새다 루니 최신 화 제작 아름답다 세상 그대 가다 아르테 추다 간 되어다 3년 선보이다 장편소설 아름답다 세상 그대 늘다 서른 앞두다 두 친구 앨리스 린 연인 펠릭스 사이먼 둘러싸다 우정 사랑 담다,영미,
4397,9791156754374,살려 마땅한 사람들,살리다 마땅하다 사람,피터 스완슨 이동윤,푸른숲,스릴러 팬 번 흥분 전 세계 33 개국 추다 간 베스트셀러 죽이다 마땅하다 후속작 추다 간 죽이다 마땅하다 국내외 스릴러 독자 단숨 명성 거머 쥐다 작가 피터 스완슨 신작 살리다 마땅하다 도서 출판 푸른 숲 추다 간 되어다 정통 추리소설 계승 스릴러 소설 마지막 스타일 리스트 피터 스완슨 정수 담기다 기념비 작품 집필 무려 8년 걸리다 추다 간과 평단 호평 쏟아지다 월스트리트저널 은 높다 기준 뛰어넘다 평가 새롭다 대표 작 것임 예고 착하다 죽음 선사 해오다 릴리 킨트너 사랑 빠지다 탓 경찰 파면 사립탐정 헨리 킴볼 짝 맞추다 사건 해결 간다 상대 어떻다 증거 남다 연쇄살인범 알리바이 완벽하다 의심 단서 심증 경찰 도무지 잡 상황,영미,공포 스릴러
4398,9791158883140,그것 IT 세트,그것 IT 세트,스티븐 킹 정진영,황금가지,스티븐 킹 대표 최고 소설 공포 문학 대가 낳다 뛰어나다 작품 피플 전 세계 3억 독자 열광하다 제왕 스티븐 킹 대표 소설 황금가지 새롭다 디자인 재 추다 간 되어다 작품 1986년 추다 간과 동시 뉴욕 타임스 베스트셀러 1 위 2 주 밀리언셀러 기록 세우다 퍼블리셔 스 위 클리 가다 선정 팔리다 소설 공인 받다 작품 스티븐 킹 BFA 영국 환상 문학 협회 상 수상하다 해 로커 스 상과 WFA 세계 환상 문학 상 노미네이트 되어다 책 미국 언론 공포 소설 스티븐 킹 스타일 소설 말 쓰기 시작,영미,공포 스릴러
4399,9788972757108,플래너리 오코너,너리 코너,플래너리 오코너 고정아,현대문학,2009년 미도 재단 미도 상의 시행 60 주년 앞두다 소설 부문 수상작 중 최고 작품 인지 인터넷 설문 조사 실시 많다 표 얻다 최고 미도 상 영예 차지 책 1972년 미도 상 수상하다 너리 코너 단편소설 전집 장편소설 비다 대중성 측면 한계 단편소설 편하다 읽히다 코너 작품 세월 뛰어넘다 독자 여전하다 뜨겁다 사랑 받다 단편 작가 비범하다 재능 미국 문학사 위치 짐작 20 세기 미국 소설 독창 도발 강력하다 목소리 가운데 하나로 인정받다 너리 코너 단편소설 전집 현대문학 세계문학 단편 선 권 추다 간 되어다,영미,
4400,9791158792206,크레이브 1,크다 레이브 1,트레이시 울프 유혜인,북로드,설산 외딴 학교 펼쳐지다 핏빛 로맨스 매혹 뱀파이어 용이 살다 캐트미어 아카데미 오신 환영 유니버설 스튜디오 영상 제작 확정 뉴욕타임스 베스트셀러 1 위 시리즈 크다 레이브 늘다 현재 추다 간 저서 60 권 넘다 타고나다 트 레이 시 울프 뱀파이어 로맨스 현대 방식 그리다 내다 크다 레이브 시리즈 포문 책 스쿨 라이브러리 널 은 총 6 권 이루어지다 시리즈 두다 트와일라잇 놓치다 세대 소설 물리다 평 바 책 추다 간 뉴욕타임스 오다 USA 투데이 베스트셀러 1 위 시리즈 유니버설 스튜디오 영상 제작 확정 트와일라잇 강력 새롭다 뱀파이어 붐 일으키다,영미,로맨스 판타지
4401,9791141607111,울프홀 1,울프 홀 1,힐러리 맨틀 강아름,문학동네,맨부커상 2회 수상 빛나다 영국문학 대가 힐러리 맨틀 대표 이자 역사소설 새롭다 기준 맨부커상 미도 비평가 협회 수상 가디언 선정 21 세기 최고 책 1 위 뉴욕 타임스 선정 21 세기 최고 책 3 위 맨부커상 두 번 수상한 문학 여왕 이자 인간 본성 어둡다 날카롭다 구석 이해 작가 힐러리 맨틀 울프 홀 문학동네 세계문학 전집 추다 간 되어다 힐러리 맨틀 대표 이자 시체 끌다 세계문학 전집 253 거울 빛 이어지다 삼부작 장대 시작 알리다 작품 대장장이 아들 태어나다 헨리 8 세 팔이 인물 토머스 크롬웰 현대 관점 재 해석 소설,영미,
4402,9791130646145,연애의 기억,연애 기억,줄리언 반스 정영목,다산책방,현대 영국 문학 살 전설 리언 반스 대표 작 5 종 개정 증보 특별판 추다 간 살 죽다 기억 잊힌다 리언 반스 베스트 컬렉션 기억 파노라마 볼로냐 라가 치 수상 작가 크빈트 부흐홀츠 특별 표지 유영 번역 정 목 번역가 개역 번역 후기 리언 반스 코 메다 터리 한국 독자 전하 메시지 영국 문학 제왕 리언 반스 평생 걸치다 천 착하다 온 기억 주제 대표 작 5 종 개정 증보 특별판 선보이다 왜곡 기억 날카롭다 피다 다루다 예감 틀리다 역사 속 아이러니 기억 자르다 그린 시대 소음 남다 싶다 단 기억 떠올리다 연애 기억 떠나다 기억 방법 쓸다 사랑 끝나다 기억 기록 총동원 죽음 사유 웃다 죽음 방법 놓치다 흥미롭다 기억 관,영미,
4403,9788954694063,나 같은 기계들,나 같다 기계,이언 매큐언 민승남,문학동네,기계 은 현대 영문학 대표 작가 이언 큐 장편소설 이자 유일 무 SF 소설 과학기술 획기 발전 가상 과거 배경 인류 최초 인조인간 손 넣다 청년 통해 인공 지능 대의 윤리 집요하다 묻다 작품 이언 큐 은 현실 사회 예민하다 안테나 세운 채 현재 진행형 질문 던지다 작가 1998년 부커상 수상작 암스테르담 은 안락사 문제 9 11 테러 이라크전쟁 여파 국제사회 떠들썩하다 2004년 발표 토요일 은 전쟁 테러 다루다 브렉 시트 직후 발표 바퀴벌레 늘다 폐쇄적 영국 정치 사회 신랄하다 풍자 열한 장편소설 솔 온난화 전 지구 위기 블랙유머 담다 내다 기계 선택 챗 GPT 비롯 삶 곳곳 빠르다 스며들다 인공 지능,영미,SF
4404,9791164459544,셰익스피어 4대 비극 : 초호화 금장 에디션,셰익스피어 4 대다 비극 초 호화 금 에디 션,"윌리엄 셰익스피어 김민애,한우리",더스토리,영국 낳다 세계 최고 시인 겸 극작가 셰익스피어 4 대다 비극 햄릿 오셀로 리어왕 맥베스 불멸 고전 권 읽다 알려지다 읽다 보지 못 셰익스피어 4 대다 비극 더스토리 문호 셰익스피어 작품 세계 짚다 볼 대표 작 셰익스피어 4 대다 비극 묶다 권 추다 간 멀다 과거 쓰이다 셰익스피어 비극 지나다 전 세계 사랑받다 무대 공연 이유 현대 인간 보편 감성 불변 함 셰익스피어 하디 흔하다 문학 소재 권선 징악 해피엔딩 비극 결말 이끌다 셰익스피어 천재 감탄 작품 속 빠져들다,영미,
4405,9788936464929,어려운 시절,어렵다 시절,찰스 디킨스 장남수,창비,획일 산업사 회의 이념 맞서다 자유롭다 상상력 가치 개개인 존엄 옹호 디킨스 수작 몰입 감 전개 재기 넘치다 묘사 사랑받다 찰스 디킨스 장편소설 어렵다 시절 창비 세계문학 95 번 새롭다 추다 간 되어다 가지다 자의 허위 의식 갖다 못 고유 생명력 밀도 그리다 내다 작품 물질 만능 사회 공허 감 허전하다 시달리다 현대인 여전하다 유효하다 커다랗다 울림 선사 디킨스 전문 연구자 울산 장남 교수 영미문학 회 공조 통해 이루다 명징 섬세하다 번역 대중성 예술 고루 갖추다 작품 매력 고스 란 펼치다 보이다 작품 세다 표현 담기다 의미 정밀 짚다 내다 역자 해설 디킨스 품세 본령 이해 데 크다 도움 주다 추다 간 충실하다 연구 성과 책 주목 받다 이유,영미,
4406,9788932911496,바람과 함께 사라지다 (중),바람 사라지다 중,마거릿 미첼 안정효,열린책들,미국 문학사 최고 중 명 꼽히다 여류 작가 마거릿 미첼 대표 이자 유일하다 작품 작가 체험 바탕 바람 사라지다 늘다 남북전쟁 패 현실 철저하다 피부 느끼다 살아오다 남부 통해 흘러가다 참혹하다 전쟁 남기다 폐허 속 꿋꿋하다 살아가다 웅대 작품 흐름 속 담다,영미,
4407,9788932921129,친구,친구,시그리드 누네즈 공경희,열린책들,사랑 우정 상실 치유 반려견 마법 유 대감 미국 소설가 그리드 누 장편소설 친구 가다 추다 간 되어다 친구 늘다 상실 겪다 인물 반려견 연대 골자 문학 예술 변화 세상 바라보다 여성 화 관점 감각 우아하다 깃 들다 산책 소설 다양하다 작가 책 통해 끌다 지적 사유 뉴욕 거닐다 만나다 촌철 살인 유머 여성 창작 자의 눈 바라보다 세계 촘촘 연결 망 구축 통해 늘다 반려견 아폴로 진정하다 교감 나날 나아가다 반려동물 문학 예술 사랑 여성 창작 자의 눈 바라보다 오늘날 세상 궁금하다 아폴로 뉴욕 산책 동행 권하다 더 깊다 감정 독특하다 신비하다 익숙하다 감정 은 덤,영미,
4408,9791196837600,그들이 가지고 다닌 것들,그 가지 다니다 것,팀 오브라이언 이승학,섬과달,베트남전쟁 직접 겪다 미도 상 수상 작가 전쟁 지나가다 뒤 기억 글쓰기 위로 문학 영화 전쟁 사랑 못지않다 예술 되풀이 소재 베트남전쟁 서다 반세기 지난 피해자 담론 외 손쉽다 접근 세기 전의 사그라들다 냉전 유산 데 처음 전쟁 낙인찍히다 기억 이유 잊다 이유 더 크다 사건 탓 팀 브라이언 베트남전쟁 한창 가운데 탈영병 쫓다 분대 그린 카차토 쫓다 1979년 미도 상 받다 책 20 세기 절반 마감 소설 이보 훌륭하다 작품 샌프란시스코 재미 평 얻다 뒷날 예측 번복 만들다 건 팀 브라이언 자시다,영미,
4409,9788993094350,높은 성의 사내,높다 성의 사내,필립 K. 딕 남명성,폴라북스,영화 블레이드 러너 토탈 리콜 페이첵 콘트롤러 원작 자로 할리우드 사랑 작가 평가 받다 필립 K 딕 높다 성의 사내 늘다 2 차 세계대전 연합군 패 가정 토대 독일 일본 세계 양분 지배 음울하다 가상 1960년 배경 다양하다 인간 군상 빚 내다 담다 거울 비추다 세상 현실 묘 닮다 판이하다 세계 곳 살아가다 높다 성의 사내 가다 쓸다 책 정신 위안 삼다,영미,SF
4410,9788932911809,엠마 (하),엠마,제인 오스틴 이미애,열린책들,제인 오스틴 선사 해학 유머 가득하다 성찰 드라마 호기심 오해 빚 내다 사건 속 완성 엠마 좌충우돌 성장기 철 독신 주의자 엠마 우드 하우스 무료 권태 어떻다 보내다 고민 흥미롭다 결혼 주선 따르다 친구 해리 엇의 짝사랑 부추기다 좋다 남자 맺다 주다 시도 연달 실패 돌아가다 자아 인식 못 채 발휘 발랄하다 무절제하다 상상력 스스,영미,
4411,9788950999926,실마릴리온,실마릴리온,J.R.R.톨킨 크리스토퍼 톨킨 편 김보원,arte(아르테),톨킨 세계관 정수 만나다 가운데땅 모든 시대 관통 서사시 반지 제왕 배경 힘 반지 가운데땅 모든 시대 관통 성하다 깊이 신화 J R R 톨킨 대표 작 호빗 반지 제왕 널리 알려지다 톨킨 가운데땅 신화 중 일부 불과하다 톨킨 가운데땅 신화 20 세기 21 세기 걸치다 소설 영화 게임 음악 문화 전반 아우르다 판타지 기원 이자 시작 현대 문화 이해 이자 걸작 열 실마릴리온 끝나다 늘다 중 톨킨 세계관 이해 핵심 책 실마릴리온 은 세상 창조 반지 제왕 이어지다 모음 집 수많다 이름 지명 등장 규모 어마어마하다,영미,판타지
4412,9791189982041,불과 피 2,불과 피 2,조지 R. R. 마틴 김영하,은행나무,드라마 왕좌 게임 시리즈 원작 얼음 불의 노래 시리즈 프리퀄 얼음 불의 노래 늘다 가상 대륙 웨스 테 로스 무대 왕가 타르 가르다 옌 가문 내쫓다 왕좌 앉다 바라다 온 가문 시작 서사시 그간 편 타르 가르다 옌 가문 소설 크다 축 차지 동시 많다 궁금증 자아내다 웨스 테 로스 대륙 오다 걸다 어떻다 개 나라 왕국 만들다 몰락하다 불과 피 늘다 편 흩다 뿌리다 여러 가지 단서 맞추다 어림 짐작 역사 나볼 기회 최고 학사 기다 인물 쓰다 조지 R R 마틴 옮기다 식 가상 역사 형식 취하 면서 편 방식 진행 화판 스타워즈 아바타 시리즈 실감 넘치다 그림 그리다 더그 휘틀리 삽화가 80 장 포함 되어다,영미,판타지
4413,9791190492898,드래곤과의 춤 1,드래곤 춤 1,조지 R. R. 마틴 이수현,은행나무,겨울 바람 맞이 준비 돼다 얼음 불의 노래 시리즈 전면 개역 개정판 마지막 전 세계 9천만 독자 열광하다 얼음 불의 노래 시리즈 5 부 드래곤 춤 개정판 추다 간 돼다 왕좌 게임 추다 간 20 주년 기념 시작 5년 걸치다 개정 작업 마지막 장식 책 가상 대륙 웨스 테 로스 칠왕국 둘러싸다 벌어지다 투쟁 다루다 얼음 불의 노래 늘다 방대하다 세계관 판타지 공식 깨부수다 전개 금세기 최고 걸작 극찬 받다 오다 5 불다 무대 크게 확대 새롭다 협력 갈등 나타나다 시리즈 최고 스케일 역 동성 자랑 현재 시리즈 전체 49 개국 추다 간 되어다 미국 HBO 채널 왕좌 게임 시리즈 드라마 전 세계 인기 누리,영미,판타지
