index,ISBN,제목,상품명,저자,출판사,설명,국가,장르
31,9788937463839,반항하는 인간,반항 하다 인간,알베르 카뮈 김화영,민음사,프랑스 문단 이방인 나타나다 신화 작가 알베르 카뮈 시지프 신화 오다 더불다 카뮈 철학 깊이 이해 저작 이방인 페스트 작가 알려지다 프랑스 최고 소설가 이자 노벨 문학상 수상 작가 알베르 카뮈 카뮈 소설 수많다 희곡 정치 칼럼 남기다 사상 미학 이해 에세이 남기다 카뮈 산문 윤리 철학 정치 사유 바탕 두다 역사 현실 결코 추상화 구체 직시 관찰 카뮈 이방인 페스트 담기다 성찰 목소리 충분하다 알다 위 이론 읽다 시지프 신화 오다 중요하다 위치 차지 카뮈 철학 제작 반항 인간 프랑스 문학 최고 번역가 김화영 번역 민음사 세계문학 전집 383 번 추다 간 되어다,프랑스,
32,9788954650724,어린 왕자 팝업북,어리다 왕자 팝업 북,앙투안 마리 로제 드 생택쥐베리 김화영,문학동네,어리다 왕자 늘다 성경 마르크스 자본론 전 세계 팔리다 베스트셀러 알려지다 국내 유통 책 200 종 가까이 1943년 초판 추다 간 이렇다 전 세계 베스트셀러 되어다 수많다 판본 소개 되어다 위 액 티비 티북 팝업 북 놀이 책 다양하다 형태 추다 간 되어다 문학동네 나오다 어리다 왕자 팝업 북 애독자 소장 가치 높이다 책 탄성 나오다 아름답다 즐거움 가득하다 김화영 선생 완역 모든 그림 팝업 만들다 페이지 세밀 작동 장치 놓다 여타 팝업 북 원본 그림 중 몇몇 장면 싣다 텍스트 축약 데 비다 문학동네 어리다 왕자 팝업 북 원 텍스트 감동 전하 면서 원본 그림 훼손 2 차원 세계 3 차원 세계 솟아오르다 해 새롭다 어리다 왕자 개척,프랑스,
33,9788954685603,집착,집착,아니 에르노 정혜용,문학동네,질투 점령 여자 모놀로그 프랑스 현대문학 거장 에르 노 대표 작 집착 개정판 직접 체험 허구 쓸다 적다 번 앞 선언 품세 규정 프랑스 문제 작가 이자 사회 역사 문학 개인 관계 예리하다 감각 관찰 가공 은유 독보 품세 해오다 에르 노 2011년 선집 삶 쓰다 가다 생존 작가 최초 갈리 마르 총서 편입 기록 세우다 최근 들다 노벨문학상 유력 후보 거론 작가 문학동네 삶 쓰다 실리다 글 추다 재수 록 카사노바 호텔 추다 간과 대표 작 닉 집착 개정판 새롭다 표지 단장 선보이다,프랑스,
34,9788950935658,슬픔이여 안녕,슬픔 안녕,프랑수아즈 사강 김남주,arte(아르테),요란하다 화려하다 삶 이면 우주 사강 평생 걸치다 사랑 문학 김남주 번역가 유려 감각 번역 나오다 슬픔 안녕 아르테 새롭다 선보이다 세계문학 시리즈 클래식 라이브러리 첫 작품 추다 간 되어다 슬픔 안녕 은 사강 문단 불쑥 등장 대미 문의 사건 매혹 작다 괴물 수식 안기다 천재 작가 출현 알리다 데뷔 이자 사강 문학 정수 이루다 대표 작 살의 대학생 두다 달 완성 소설 프랑수아 모리 아크 비롯 쟁쟁 문인 폭 지지 받다 비평가 받다 세대 열광 속 사강 신드롬 일으키다 일약 세계 베스트셀러 되어다,프랑스,
35,9788995501443,꾸뻬 씨의 행복 여행,꾸뻬 씨 행복 여행,프랑수아 를로르 오유란,오래된미래,마음 병 앓다 치료 정신과 의사 행복 참되다 의미 찾다 여행 떠나다 소설 소설 주인공 저자 정신과 의사 늘 불안하다 심리 상태 살아가다 지켜보다 어떻다 심리학 설명 편의 더 마음 움직이다 환자 진료 얻다 경험 바탕 소설 써다 현재 12 개국 언어 번역 되어다 현대인 복잡하다 심리 핵심 짚다 공감 마음 움직,프랑스,
36,9788954651868,야간비행,야간비행,앙투안 드 생텍쥐페리 용경식,문학동네,고독 죽음 맞서다 미지 세계 정복 나가다 인간 강인하다 의지 숭고하다 용기 바치다 찬가 작가 이자 비행기 조종사 생텍쥐페리 페미 상 수상작 야간비행 문학동네 세계문학 전집 166 번 추다 간 되어다 생텍쥐페리 비행 경험 많다 작품 모태 되어다 1931년 발표 소설 아르헨티나 야간비행 항로 개척 참여 경험 바탕 쓰이다 직원 달다 엄격하다 다스리다 책임자 리비 에르 밤하늘 속 고독 죽음 맞서다 조종사 파비앵 모습 통해 초기 항공우편 산업 이끌다 책임감 용기 아름답다 펼치다 보이다 미지 세계 개척 강인하다 의지 숭고하다 용기 편의 아름답다 찬가 당시 앙드레 지드 머리말 추다 간 되어다 문단 독자 호평 받다 이듬해 미국 영국 영역 추다 가다 면서 영화로 만들어지다 생텍쥐페리 세계 작가 명성 안기다 준 작품,프랑스,
37,9791159317828,결혼·여름,결혼 여름,알베르 카뮈 김화영,책세상,책 세상 카뮈 전집 개정판 7 권 1939년 추다 간 결혼 Noces 1954년 추다 간 여름 L Ete 담다 알베르 카뮈 여행 에세이 티파자 결혼 출발 티파자 돌아오다 마무리 여정 카뮈 감각 문장 삶 명철하다 통찰 가득 차 기존 전면 개정판 일부 번역 표현 고치다 번역본 생명력 불어 넣다,프랑스,
38,9788932923581,개미 (1),개미 1,베르나르 베르베르 이세욱,열린책들,영원하다 베스트셀러 개미 만나다 발간 동시 신선하다 충격 주다 기념비 베스트셀러 개미 가다 새롭다 얼굴 독자 만나다 개미 작다 작다 생명체 눈 바라보다 흥미롭다 인간 모습 개미 인간 세계 오가다 장대 모험 담다 여전하다 여느 작품 넘다 볼 독창 성과 상상력 재미 보장 개미 인간 세계 덮다 친 위험 뒤 쫓다 길 서로 존재 발견 1 부 개미 1 권 개미 인간 직접 조우 일으키다 갈등 폭력 종간 화해 모색 노력 그린 2 부 개미 날 2 3 권 개미 감 받다 개미 혁명 시작 3 부 개미 혁명 4 5 권 베르베르 정교하다 미스터리 거대하다 스케일 천재 상상력 독자 방대하다 생생하다 활 대단원 거치다 이끌다 나가다,프랑스,
39,9788949707624,소돔의 120일,소돔 120일,마르키 드 사드 김문운,동서문화사,사드 분신 4 명의 권력자 젊다 남녀 수십 명 이끌다 120일 벌이다 온갖 변태 향락 기록 1 부 4 부 이어지다 권력자 굴 종자 가해자 피해자 부자 빈자 남자 여자 어른 신 인간 관계 속 일어나다 질적 양적 행동 워낙 비현실적 자세하다 묘사 읽다 흥분 공감 난해하다 복잡하다 의문 끊임없다 떠오르다,프랑스,
40,9791198375339,셰리,셰리,시도니 가브리엘 콜레트 장소미,녹색광선,레아 스물 셰리 사랑 결혼 남자 여자 애칭 누누 유모 남자 애칭 셰리 소중하다 누누 레아 쉰 살 코앞 두다 사교계 여인 반세기 어리다 셰리 스물 살 청년 레아 사교계 여인 셰리 모친 절친 셰리 어리다 오다 6년 전 밤 레아 셰리 단둘 키스 레아 처음 미처 깨닫다 순간 부인 설레다 느끼다 싶다 걸 확인 셰리 확연 상호 간의 감정 두렵다 위악 떤다 위악 자극 받다 방금 깨달 욕망 충실하다 레아 키스 셰리 어리다 칭얼거리다 무너지다 어리다 레아 일컫다 호칭 누누 가다 쾌락 한가운데 구조 요청 던지다 말 되어다 영원하다 지속 관계,프랑스,
41,9788932907871,나무,나무,베르나르 베르베르 뫼비우스 그림 이세욱,열린책들,개미 뇌 국내 폭발 반응 얻다 온 베르베르 소설 집 책 9 쪽 불과하다 찾다 10 20 쪽 분량 짧다 단편 모으다 두다 행성 과학자 눈 비치다 야생 인간 관습 다루다 사랑 법 배우자 유전자 조작 거치다 애완 용 거듭 사자 매다 끌 다니다 상황 설정 주인 사자 채 빛깔 단편소설 수록 되어다,프랑스,
42,9788932918082,살아 있는 자를 수선하기,살 있다 자르다 수선하다,마일리스 드 케랑갈 정혜용,열린책들,전 세계 11 개 문학상 수상작 현대 프랑스 평단 뒤 흔들다 작가 마일 리스 드 케랑 갈다 화제 장편소설 한국 처음 소개 화제 프랑스 소설가 마일 리스 드 케랑 갈다 살 자르다 수선하다 가다 정혜 용 씨 번역 열리다 책 추다 간 되어다 현재 프랑스 50만 부가 판매 베스트셀러 오랑 주 뒤 리브르 웰컴 북 문학상 전 세계 11 개 문학상 휩쓸다 소설 2014년 프랑스 추다 가다 베스트셀러 열 오른 도 독자 꾸준하다 사랑 받다 스 테디 셀러 굳다 자리 지키다 오다 살 자르다 수선하다 늘다 케랑 갈다 대표 이자 장편소설 날 급작 사고 당하다 뇌사 판정 받다 살 청년 시몽 랭브르 심장 이식 과정 둘러싸다 전개 24시간 다루다 작품,프랑스,
43,9788954650700,일러스트 자기 앞의 생,일러스트 자기 앞 생,로맹 가리 마누엘레 피오르 그림 용경식,문학동네,열다 살 소년 모모 눈 비치다 세상 경이 생 비밀 일러스트 만나다 사상 전무후무 두번째 공쿠르 상 수상 전 세계 파문 던지다 이자 로맹 가리다 에밀 아자르 대표 작 앞 생 일러스트 새롭다 선보이다 국내 2003년 추다 간 꾸준하다 사랑받다 온 작품 일러스트 더하다 작가 오늘날 유럽 대표 젊다 만화가 이자 일러스트레이터 마누 엘레 피오르 2011년 앙굴렘 국제 만화 페스티벌 초속 5000 킬로미터 최고 작품 상인 황금 야수 수상하다 주목 신예 부상 마누 엘레 피오르 오스트리아 문호 아르 투어 슈니츨러 소설 엘제 양 그래픽노블 각색 극찬 받다 예술 입증 원작 깊다 이해 섬세하다 일러스트 앞 생 유감 발휘 되어다 열다 살 소년 모모 눈 비치다 세상 세피아 톤 일러스트 약 80 컷 새롭다 탄생,프랑스,
44,9788937485619,잃어버린 시간을 찾아서 1,잃어버리다 시간 찾다 1,마르셀 프루스트 김희영,민음사,타임스 르 몽드 선정 20 세기 최고 책 프루스트 모든 소설 출발점 20 세기 소설 혁명 소설 도달 극한 컬 마르셀 프루스트 잃어버리다 찾다 가다 새롭다 번역 되어다 추다 간 되어다 소설 날 늘다 홍차 적신 마들렌 맛보다 기억 눈앞 펼쳐지다 경험 시작 어리다 시절 방학 보내다 마을 콩브레 곳 일화 의식 흐름 타고 그려지다 방대하다 분량 가득 채운 독특하다 서술 방식 속 담기다 정밀 묘사 덕분 책 소설 사의 기념비 작품 남다 번역 국내 최초 프루스트 전공자 김희영 한국 외국어 대학교 교수 맡다 1987년 프랑스 갈리 마르 플레이 드 전집 판 새롭다 번역 기존 오역 바로잡다 풍부하다 주석 달 작품 이해 돕다,프랑스,
45,9788932923215,[예스리커버] 고양이 합본판,예스리 커버 고양이 합본 판,베르나르 베르베르 전미연,열린책들,베르나르 베르베르 고양이 눈 인간 문명 한국인 사랑 작가 1 위 베르나르 베르베르 장편소설 고양이 가다 권 묶이다 예스 24 단독 특별 한정판 추다 간 되어다 고양이 늘다 제목 주인공 고양이 인간 문명 바라보다 작품 프랑스 전작 높다 인기 누리다 30만 부 판매 파리 살 고양이 바스테트 바스테트 집사 틀다 놓다 TV 화면 잦다 골목길 총성 통해 시 안락하다 일상 무너지다 음 감지 바스테트 옆집 이사 온 어떻다 이유 선지 인간 세계 알다 고양이 피타고라스 친구,프랑스,SF
46,9788954610971,어두운 상점들의 거리,어 두운 상점 거리,파트릭 모디아노 김화영,문학동네,잃어버리다 찾다 두운 기억 거리 헤매다 남자 쓸쓸하다 아름답다 여정 프랑스 최고 권위 문학상 공쿠르상 수상작 이자 프랑스 현대문학 거장 파 트릭 모디 알다 대표 작 기억상실증 걸리다 퇴역 탐정 과거 추적 여정 그린 소설 흥신소 퇴역 탐정 중 화 조악하다 단서 가지 의지 인물 뒤 밟다 낯선 과거 추적,프랑스,
47,9791159319167,전락,전락,알베르 까뮈 김화영,책세상,알베르 카뮈 탄생 110 주년 2023년 맞다 새롭다 장정 번역 선보이다 책 세상 카뮈 전집 개정판 3 권 부조리하다 세계 충돌 인간 본연 위선 부조리하다 날카롭다 시선 조명 카뮈 후기 대표 작 반항 인간 추다 간 사르트르 논쟁 알제리 전쟁 겪다 카뮈 본인 고통 절망 감 응축 담다 내다 자전 소설,프랑스,
48,9788931024319,몽테뉴 수상록,몽테뉴 수상록,미셸 드 몽테뉴 손우성,문예출판사,최초 수필 형식 완성 수필 문학 고전 철학 성찰 경험 바탕 삶 죽음 인간 통찰 몽테뉴 글 철학 뿐 영혼 초상화 수필 복잡 모순 지속 투쟁 속 인간 본성 드러내다 에밀 졸라 수필 문학 이자 프랑스 럴 리스트 문학 기초 쌓다 올리다 평가 받다 몽테뉴 수상록 주옥 내용 가다 뽑다 수상록 은 문학 철학 아우르다 몽테뉴 최고 걸작 최초 수필 형식 완성 책 평가 받다 책 철학 경험 고전 인용 바탕 삶 죽음 인간 본성 교육 정치 다루다 몽테뉴 수상록 은 플라톤 아리스토텔레스 호라티우스 세네카 고전 문헌 많다 인용 어떻다 살다 대화 탐구 삶 성찰,프랑스,
49,9788937432361,잃어버린 시간을 찾아서 1-6 세트,잃어버리다 시간 찾다 1 6 세트,마르셀 프루스트 김희영,민음사,프루스트 이전 소설 종착 이자 프루스트 소설 출발점 문학사 빼놓다 작품 7 편 연작 소설 분량 합 천 쪽 방대하다 작품 국내 최초 프루스트 전공자 김희영 한국 외국어 대학교 교수 프루스트 전공자 명감 용기 가지 번역 모든 정열 노력 쏟다 작품 타임스 르 몽드 세계 유력 간지 20 세기 최고 소설 꼽히다 엘리엇 모루 발레리 베케트 보부아르 거장 뿐 들뢰즈 리비 에르 벤야민 비평가 철학자 크다 영향 끼치다 소설 17 18 세기 소설 인간 내면 인간 몸 담다 사회 모습 거대하다 자연 힘 담다 프루스트 인간 인간 의식 흐름 자체 펜 맡기다 채 유례 장대 유려 대작 완성 내다,프랑스,
50,9788937433092,알베르 카뮈 대표작 세트,알베르 카뮈 대표 작 세트,알베르 카뮈 김화영,민음사,이방인 억압 관습 부조리 고발 영원하다 신화 열 오른 작품 영웅 이기 거부 진실 위 죽음 마다 순교자 뫼르소 1942년 이방인 처음 발표 되어다 카뮈 알제리 태어나다 젊다 무명 작가 불과하다 낯선 인물 독창 형식 현대 프랑스 문단 이방인 나타나다 소설 추다 간 한순간 프랑스 베스트셀러 목록 빠지다 적 걸작 되어다 두 차례 걸치다 세계 대전 겪다 정신 공허 경험 당대 독자 카뮈 영웅 태도 취하 진실 위 죽음 마다 뫼르소 인물 통해 관습 규칙 벗어나다 새롭다 인간 시한 현실 소외 되어다 이방인 살아가다 현대인 죽음 앞두다 마주 실존 체험 강렬하다 그린 작품 전 세계 독자 사이 고전 중 고전 살 숨 쉬,프랑스,
51,9788932919096,얼굴 빨개지는 아이,얼굴 빨갛다 아이,장자크 상페 김호영,열린책들,얼굴 빨갛다 늘다 산뜻하다 그림 익살스럽다 유머 간결하다 글 사랑받다 장 자크 상페 그림 주변 쉬다 볼 소박하다 이웃 아픔 섬세하다 시선 그리다 상페 따뜻하다 위로 마음 녹이다 삶 바라보다 여유 태도 성적 낙관 녹다 어른 위 동화 소설,프랑스,
52,9788984374614,종이 여자,종이 여자,기욤 뮈소 전미연,밝은세상,소설 추다 간 지다 어느새다 13년 지나다 새롭다 표지 제작 시대 독자 새롭다 만나다 되어다 소설 시대 10 대다 20 대다 젊다 독자 긴밀하다 호흡 이루다 거 강력하다 추천 책 기욤 뮈소 떠올리다 만들다 소설 많다 중 사랑받다 세 작품 꼽자 해주다 거기 종이 여자 기욤 뮈소 처 사랑 감동 체험 바라다 세 작품 읽다 필독 서로 꼽히다 종이 여자 늘다 책 읽다 계속 가슴 설레다 만들다 로맨스 심장 뛰다 만들다 서스펜스 한시 눈 떼다 만들다 영화 긴장감 현실 상상 세계 자유롭다 넘다 들다 판타지 상상 기발하다 결말,프랑스,
53,9788952771698,인간의 대지,인간 대지,앙투안 드 생텍쥐페리 김윤진,시공사,잠들다 작가 미지 하늘 길 연 개척 죽다 순간 인간 봉사 행동 지식인 투안 드 생텍쥐페리 한계 상황 처 인간 숭고하다 의지 시적 그리다 내다 행동 주의 문학 걸작 1939년 아카데미 프랑 소설 대상 미도 상 수상 1931년 페미 상 수상작 야간 비행 동시 수록 전 세계 수십 종 번역본 추다 가다 며 어른 위 동화 수많다 독자 사랑 받다 어리다 왕자 작가 투안 드 생텍쥐페리 대표 작 2 시공사 세계문학 숲 43 권 추다 간 되어다,프랑스,
54,9788901288451,사물들,사물,조르주 페렉 김명숙,웅진지식하우스,부자 싶다 부자 믿다 20 세기 프랑스 문단 천재 악동 조르다 페렉 대표 작 부르다 꿈꾸다 상상 속 녹다 빈곤하다 진정 아름답다 소설 롤랑 바르트 사물 은 스물 갓 넘다 실비 제롬 사회 진입 과정 그린 소설 1960년 프랑스 사회 사회학 보고서 정도 당시 사회 압축 묘사 한편 도시 감수성 절제 언어 표현 수작 평가 받다 실비 제롬 대신 꿈꾸다 좌절 소설 페렉 모든 욕망 인간 던지다 기다 물음 60 지난 현재 감각 독자 사로자다 페렉 데뷔 작 사물 은 프랑스 문단 신선하다 충격 던지다 대중 크다 성공 거두다,프랑스,
55,9791155816400,테레즈 라캥,테 레즈 라캥,에밀 졸라 윤미연,윌북(willbook),처음 읽다 영화로 옮기다 싶다 박찬욱 자연 주의 문학 시작 알리다 에밀 졸라 제작 영화 박쥐 원작 소설 한순간 눈 떼다 거치다 묘사 파격 스토리 씨 21 이다혜 기자 서문 수록 자라다 병약하다 사촌 카미유 결혼 테 레즈 테 레즈 금지 사랑 빠지다 카미유 동료 로랑 증오 욕정 뒤 켜 파멸 치닫다 테 레즈 라캥 은 치밀하다 집요하다 시선 인간 욕망 적나라하다 묘사 작품 주의 기반 자연 주의 문학 기틀 확립 프랑스 문호 에밀 졸라 대표 작 꼽히다 추다 간 당시 불륜 살인 소재 선정 세간 질타 받다 작가 그러하다 비판 정면 반박 서문 2 판 덧붙이다 문학 이론 더욱 견고하다,프랑스,
56,9788931021295,어린 왕자 (소프트커버 에디션),어리다 왕자 소프트 커버 에디 션,생텍쥐페리 전성자,문예출판사,원로 불문학 성자 선생 더 새 더 완벽하다 번역 출판사 어리다 왕자 소프트 커버 에디 션 출판사 성자 선생 원전 가깝다 아름답다 번역 새롭다 디자인 어리다 왕자 소프트 커버 에디 션 선보이다 기존 출판사 하드커버 추다 간 어리다 왕자 0629 에디 션 소프트 커버 바꾸다 금박 입히다 고급스럽다 디자인 탈바꿈 황현산 선생 생전 트위터 통해 수많다 어리다 왕자 읽다 중 성자 선생 번역 좋다 평 시대 변하다 어리다 왕자 가다 전하 메시지 감동 여전하다 어리다 왕자 생텍쥐페리 문학평론가 드리다 느 니 말 생텍쥐페리 묻다 순수하다 진실하다 작품 반영 되어다 읽다 깨달음 주다 20 세기 문학 위대하다 작품 어리다 왕자 만나다,프랑스,
57,9791159039782,초판본 웃는 남자,초 판본 웃다 남자,빅토르 위고 백연주,더스토리,추다 간 당시 유럽 충격 빠뜨리다 제작 빅토르 위고 완성 높다 숨다 명작 웃다 남자 화려하다 궁 정의 면 감추다 광대 공연장 빈민가 시장 무도회 웅장 고성 화려하다 그로테스크 묘사 걸작 입 찢어지다 평생 웃다 남자 살다 그윈플렌 인물 강렬하다 이미지 남기다 레 미제 블 노트르담 꼽추 뛰어나다 걸작 남기다 프랑스 문호 빅토르 위고 숨다 명작 웃다 남자 더스토리 추다 간 1869년 초 판본 표지 이미지 웃다 남자 통해 진정하다 인간 삶 되새기다 힘들다 버거운 현실 앞 최선 다해 웃다 수많다 그윈플렌 바치다 허다 입 양쪽 가장자리 찢어지다 영원하다 지워지다 미소 가지다 채 살아가다 웃다 남자 늘 입 귀 걸리다 슬프다 아프다 화가 나다 웃음 멈추다,프랑스,
58,9788932923574,개미 세트,개미 세트,베르나르 베르베르 이세욱,열린책들,영원하다 베스트셀러 개미 만나다 발간 동시 신선하다 충격 주다 기념비 베스트셀러 개미 가다 새롭다 얼굴 독자 만나다 개미 작다 작다 생명체 눈 바라보다 흥미롭다 인간 모습 개미 인간 세계 오가다 장대 모험 담다 여전하다 여느 작품 넘다 볼 독창 성과 상상력 재미 보장 개미 인간 세계 덮다 친 위험 뒤 쫓다 길 서로 존재 발견 1 부 개미 1 권 개미 인간 직접 조우 일으키다 갈등 폭력 종간 화해 모색 노력 그린 2 부 개미 날 2 3 권 개미 감 받다 개미 혁명 시작 3 부 개미 혁명 4 5 권 베르베르 정교하다 미스터리 거대하다 스케일 천재 상상력 독자 방대하다 생생하다 활 대단원 거치다 이끌다 나가다,프랑스,
